Timeline,en_dialogue,bengali_dialogue
"00:28:59,696 --> 00:29:01,155",When do I see M?,আমি কখন এম দেখি?
"00:29:01,240 --> 00:29:04,700","Tomorrow you'll see M and Mallory, too, if you're lucky.","আগামীকাল আপনি এম এবং দেখতে পাবেন ম্যালোরিও, আপনি যদি ভাগ্যবান হন।"
"00:29:04,827 --> 00:29:05,993",Who's Mallory?,ম্যালরি কে?
"00:29:06,161 --> 00:29:08,830",The new Chairman of the Intelligence and Security Committee.,ম্যালরি কে?
"00:29:08,914 --> 00:29:09,997",Charming man. I think you and he,কমনীয় মানুষ। আমি আপনি এবং তিনি মনে করি
"00:29:10,082 --> 00:29:11,499",are really going to hit it off.,কমনীয় মানুষ। আমি আপনি এবং তিনি মনে করি
"00:29:13,752 --> 00:29:15,753",Welcome to the new Ml6.,নতুন এমআই 6 এ আপনাকে স্বাগতম।
"00:29:32,229 --> 00:29:34,897","We've attempted to trace the computer message, but","আমরা ট্রেস করার চেষ্টা করেছি কম্পিউটার বার্তা, কিন্তু"
"00:29:35,065 --> 00:29:38,025","it was sent by an asymmetrical security algorithm,","এটি একটি অসম্পূর্ণ দ্বারা প্রেরণ করা হয়েছিল সুরক্ষা অ্যালগরিদম,"
"00:29:38,193 --> 00:29:39,694",which bounced the signal all over the globe,যা সংকেত বাউন্স করেছে বিশ্বজুড়ে
"00:29:39,778 --> 00:29:41,779",through over a thousand different servers.,ওভার মাধ্যমে এক হাজার বিভিন্ন সার্ভার।
"00:29:41,864 --> 00:29:43,573","And now that they've accessed M's codes,","এবং এখন তারা আছে অ্যাক্সেস এম এর কোডগুলি,"
"00:29:43,699 --> 00:29:46,367",it's only a matter of time before they're able to decrypt the list.,এটি আগে সময়ের বিষয় মাত্র তারা তালিকাটি ডিক্রিপ্ট করতে সক্ষম।
"00:29:46,452 --> 00:29:48,953",Q-Branch have been analyzing the picture but so far nothing.,কি-ব্রাঞ্চ বিশ্লেষণ করা হয়েছে ছবি কিন্তু এখনও পর্যন্ত কিছুই।
"00:29:49,621 --> 00:29:52,373",The general feeling is it's probably someone from her past.,সাধারণ অনুভূতি এটি সম্ভবত তার অতীত থেকে কেউ।
"00:29:52,458 --> 00:29:55,042",Perhaps when she was running things in Hong Kong.,সম্ভবত যখন সে ছিল হংকংয়ে চলমান জিনিস।
"00:29:55,127 --> 00:29:56,544",She's no idea what it all means.,সে কোনও ধারণা নেই এর অর্থ কি।
"00:29:56,670 --> 00:29:57,795",You believe that?,আপনি বিশ্বাস করেন?
"00:29:57,963 --> 00:29:59,964","The truth is, we don't have a clue who took the list",আপনি বিশ্বাস করেন?
"00:30:00,090 --> 00:30:01,090",(GRUNTING),"সত্য, আমরা না তালিকাটি নিয়েছেন এমন একটি ক্লু আছে"
"00:30:01,258 --> 00:30:03,384",or what they plan to do with it.,বা তারা কি এটি দিয়ে করার পরিকল্পনা করুন।
"00:30:10,225 --> 00:30:11,517",We can always do this later.,আমরা সবসময় পরে এটি করতে পারি।
"00:30:12,394 --> 00:30:15,438",You know what? Let's.,তুমি কি জানো? আসুন।
"00:31:22,381 --> 00:31:25,466",I'd like to start with some simple word associations.,আমি কিছু দিয়ে শুরু করতে চাই সাধারণ শব্দ সমিতি।
"00:31:25,551 --> 00:31:27,969",Just tell me the first word that pops into your head.,শুধু আমাকে প্রথম শব্দ বলুন যে আপনার মাথায় pop
"00:31:28,136 --> 00:31:30,513","For example, I might say ""Day"" and you might say. . .","উদাহরণস্বরূপ, আমি ""দিন"" বলতে পারি এবং আপনি বলতে পারেন ..."
"00:31:30,639 --> 00:31:31,639",Wasted.,নষ্ট
"00:31:35,894 --> 00:31:37,228",All right.,ঠিক আছে।
"00:31:41,608 --> 00:31:42,942",Gun.,বন্দুক।
"00:31:44,069 --> 00:31:46,028",Shot. Agent.,- শট। - এজেন্ট।
"00:31:46,154 --> 00:31:47,530",Provocateur.,প্ররোচিত।
"00:31:47,656 --> 00:31:48,614",Woman.,মহিলা
"00:31:48,740 --> 00:31:49,657",Provocatrix.,মহিলা
"00:31:49,908 --> 00:31:50,866",Heart.,প্রোভোক্যাট্রিক্স।
"00:31:50,993 --> 00:31:51,993",Target.,হৃদয়।
"00:31:52,995 --> 00:31:54,203",Bird.,পাখি
"00:31:54,329 --> 00:31:55,538",Sky.,পাখি
"00:31:55,706 --> 00:31:56,747",M.,আকাশ
"00:31:56,873 --> 00:31:57,915",Bitch.,এম।
"00:32:00,335 --> 00:32:01,419",MAN: Sunlight.,সূর্যের আলো
"00:32:01,545 --> 00:32:02,670",Swim.,সূর্যের আলো
"00:32:02,754 --> 00:32:04,505",Moonlight. Dance.,সাঁতার
"00:32:04,673 --> 00:32:05,840",Murder.,খুন
"00:32:06,049 --> 00:32:07,258",Employment.,খুন
"00:32:07,676 --> 00:32:09,552",Country. England.,- দেশ। - ইংল্যান্ড।
"00:32:09,678 --> 00:32:17,935",Skyfall.,স্কাইফল
"00:32:21,356 --> 00:32:22,607",Done.,সম্পন্ন
"00:32:28,905 --> 00:32:30,865","Well, this is going well.","ঠিক আছে, এটি ভাল চলছে।"
"00:33:18,747 --> 00:33:20,498",Get these analyzed.,এগুলি বিশ্লেষণ করুন।
"00:33:21,416 --> 00:33:23,084",For her eyes only.,কেবল তার চোখের জন্য।
"00:33:51,446 --> 00:33:53,114",She's ready for you.,তিনি আপনার জন্য প্রস্তুত।
"00:33:53,490 --> 00:33:55,700","I'm sorry, have we met before?","আমি দুঃখিত, আমরা কি আগে দেখা করেছি?"
"00:33:56,493 --> 00:33:58,619","I'm the one who should say ""sorry"".","আমিই একজন ""দুঃখিত"" বলা উচিত।"
"00:34:00,872 --> 00:34:02,707",lt was only four ribs.,এটি ছিল মাত্র চারটি পাঁজর।
"00:34:02,999 --> 00:34:05,209",Some of the less vital organs.,কিছু কম গুরুত্বপূর্ণ অঙ্গ।
"00:34:06,962 --> 00:34:08,421",Nothing major.,বড় কিছু।
"00:34:13,802 --> 00:34:15,386",Not enough excitement in Istanbul?,যথেষ্ট নয় ইস্তাম্বুলে উত্তেজনা?
"00:34:15,554 --> 00:34:17,138",I've been reassigned.,আমাকে পুনরায় নিয়োগ দেওয়া হয়েছে।
"00:34:17,222 --> 00:34:19,306",Temporary suspension from field work.,অস্থায়ী স্থগিতাদেশ মাঠের কাজ থেকে।
"00:34:19,474 --> 00:34:20,891",Really? Mmm.,- সত্যিই? - মিমি।
"00:34:20,976 --> 00:34:22,643",Something to do with killing 007.,কিছু করার 007 হত্যার সাথে।
"00:34:23,019 --> 00:34:24,770","Well, you gave it your best shot.","ঠিক আছে, আপনি এটি দিয়েছেন আপনার সেরা শট"
"00:34:24,896 --> 00:34:26,647",That was hardly my best shot.,এটা আমার সেরা শট খুব কমই ছিল।
"00:34:27,065 --> 00:34:29,066",I'm not sure I could survive your best.,আমি নিশ্চিত না আমি আপনার সেরা বেঁচে থাকতে পারে।
"00:34:29,234 --> 00:34:30,985",I doubt you'll get the chance.,আমি সন্দেহ করি আপনি সুযোগ পাবেন।
"00:34:31,403 --> 00:34:34,405","Well, do me a favor, will you? If they do ever let you back out there,","আচ্ছা, আমাকে কি অনুগ্রহ কর, তুমি কি করবে? যদি তারা কখনও আপনাকে সেখানে ফিরে যেতে দেয়,"
"00:34:35,991 --> 00:34:37,158",warn me first.,আমাকে প্রথমে সতর্ক করুন।
"00:34:37,826 --> 00:34:40,494","I'm assisting Gareth Mallory in the transition,","আমি গ্যারেথ ম্যালোরিকে সহায়তা করছি রূপান্তর মধ্যে,"
"00:34:40,662 --> 00:34:42,496",and then I'll be back in the field.,এবং তারপরে আমি হব মাঠে ফিরে।
