Timeline,en_dialogue,bengali_dialogue
"00:17:20,194 --> 00:17:23,630",..until she's got her whole ass up in the air. A big ass.,..যতক্ষণ না সে তার পুরো পাছা পায় বাতাসের মাঝে. একটা বড় পাছা।
"00:17:23,714 --> 00:17:27,229","We're talking 20,000, 30,000 tons, okay?","আমরা 20,000, 30,000 টন কথা বলছি, ঠিক আছে?"
"00:17:27,314 --> 00:17:31,387","The hull's not designed to deal with that pressure, so what happens?","হুল ডিল করার জন্য ডিজাইন করা হয়নি যে চাপ দিয়ে, তাই কি হয়?"
"00:17:31,474 --> 00:17:36,707","She splits, right down to the keel, and the stern falls back level.","সে বিভক্ত হয়ে যায়, ঠিক নিচের দিকে, এবং স্টার্ন ব্যাক লেভেলে পড়ে।"
"00:17:36,794 --> 00:17:39,547",As the bow sinks it pulls the stern vertical...,যেমন ধনুক ডুবে যায় এটা স্টার্ন উল্লম্ব টানে...
"00:17:39,634 --> 00:17:41,864",..and then finally detaches.,.. এবং তারপর অবশেষে বিচ্ছিন্ন.
"00:17:41,954 --> 00:17:46,391","The stern section bobs there like a cork for a few minutes,...","কঠোর অধ্যায় সেখানে bobs কয়েক মিনিটের জন্য কর্কের মতো,..."
"00:17:46,474 --> 00:17:49,034","..floods, and finally goes under about 2.20am.",".. বন্যা, এবং অবশেষে নীচে যায় প্রায় 2.20am"
"00:17:49,114 --> 00:17:52,504",Two hours and 40 minutes after the collision.,দুই ঘন্টা 40 মিনিট সংঘর্ষের পর
"00:17:52,594 --> 00:17:57,110","The bow section planes away, landing about half a mile away,...","ধনুক বিভাগ দূরে সমতল, প্রায় আধা মাইল দূরে অবতরণ,..."
"00:17:57,194 --> 00:18:00,231","..going 20, 30 knots when it hits the ocean floor.",".. যাচ্ছে 20, 30 নট যখন এটি সমুদ্রের তলদেশে আঘাত করে।"
"00:18:02,794 --> 00:18:04,546","Pretty cool, huh?","বেশ শান্ত, হাহ?"
"00:18:04,634 --> 00:18:09,754","Thank you for that fine forensic analysis, Mr Bodine.","যে জরিমানা জন্য আপনাকে ধন্যবাদ ফরেনসিক বিশ্লেষণ, মিস্টার বডিন।"
"00:18:09,834 --> 00:18:15,466","Of course, the experience of it was... somewhat different.","অবশ্যই, এর অভিজ্ঞতা ছিল ... কিছুটা ভিন্ন।"
"00:18:15,554 --> 00:18:17,988",Will you share it with us?,আপনি আমাদের সাথে এটা শেয়ার করবেন?
"00:19:10,394 --> 00:19:12,783",- I'm taking her to rest. - No.,- আমি তাকে বিশ্রামে নিয়ে যাচ্ছি। - না।
"00:19:12,874 --> 00:19:14,865","- Come on, Nana. - No!",- চলো নানা। - না!
"00:19:19,274 --> 00:19:21,265",Tape recorder.,টেপ রেকর্ডার।
"00:19:22,594 --> 00:19:24,585","Tell us, Rose.","আমাদের বলুন, রোজ।"
"00:19:26,674 --> 00:19:28,630",It's been 84 years.,এটা 84 বছর হয়েছে.
"00:19:28,714 --> 00:19:30,625",Try to remember anything.,কিছু মনে রাখার চেষ্টা করুন।
"00:19:30,714 --> 00:19:32,227",Anything at all.,সব কিছু.
"00:19:32,314 --> 00:19:35,943","Do you want to hear this or not, Mr Lovett?","তুমি কি শুনতে চাও নাকি, মিস্টার লাভট?"
"00:19:39,954 --> 00:19:42,946",It's been 84 years...,84 বছর হয়ে গেছে...
"00:19:43,674 --> 00:19:47,269",..and I can still smell the fresh paint.,..এবং আমি এখনও তাজা পেইন্টের গন্ধ পাচ্ছি।
"00:19:49,274 --> 00:19:51,868",The china had never been used.,চীন কখনোই ব্যবহার করা হয়নি।
"00:19:52,754 --> 00:19:55,222",The sheets had never been slept in.,চাদরে কখনো ঘুমানো হয়নি।
"00:19:56,794 --> 00:20:00,184","Titanic was called ""The Ship of Dreams"".","টাইটানিক বলা হয়েছিল ""স্বপ্নের জাহাজ""।"
"00:20:02,074 --> 00:20:04,065",And it was.,এবং এটা ছিল.
"00:20:04,194 --> 00:20:06,185",It really was.,এটা সত্যিই ছিল.
"00:20:33,474 --> 00:20:36,193",All third-class passengers...,সকল তৃতীয় শ্রেণীর যাত্রী...
"00:20:36,274 --> 00:20:38,310","..with a forward berth,...","..একটি সামনের বার্থ সহ,..."
"00:20:38,394 --> 00:20:41,466","..this way, please. This queue. Right here.",..অনুগ্রহপূবর্ক এই পথে. এই সারি. এখানেই.
"00:20:41,554 --> 00:20:42,782","Big boat, uh?","বড় নৌকা, আহ?"
"00:20:42,874 --> 00:20:45,104","- Daddy, it's a ship. - You're right.","- বাবা, এটা একটা জাহাজ। - তুমি ঠিক বলছো."
"00:20:45,194 --> 00:20:47,185",(Car horn),(অস্ত্রোপচার)
"00:21:14,594 --> 00:21:18,951",Why all the fuss? It doesn't look any bigger than the Mauretania.,এত হৈচৈ কেন? এটা দেখতে না মৌরেটানিয়ার চেয়ে বড়
"00:21:19,034 --> 00:21:22,868","You can be blasé about some things, Rose, but not about Titanic.","আপনি কিছু বিষয়ে নিন্দা করতে পারেন, গোলাপ, কিন্তু টাইটানিক সম্পর্কে নয়।"
"00:21:22,954 --> 00:21:24,546",It's 100 feet longer...,এটা 100 ফুট লম্বা...
"00:21:24,634 --> 00:21:26,590",..and far more luxurious.,..এবং অনেক বেশি বিলাসবহুল।
"00:21:26,674 --> 00:21:29,586","Your daughter is difficult to impress, Ruth.","আপনার মেয়ে কঠিন প্রভাবিত করতে, রুথ."
"00:21:29,674 --> 00:21:32,552",So this is the ship they say is unsinkable.,তাই এই জাহাজ তারা বলে unsinkable.
"00:21:32,634 --> 00:21:35,194",God himself could not sink this ship.,ঈশ্বর নিজেও এই জাহাজটিকে ডুবাতে পারেননি।
"00:21:35,274 --> 00:21:38,869","Sir, you have to check your baggage through the main terminal.","স্যার, আপনার লাগেজ চেক করতে হবে প্রধান টার্মিনালের মাধ্যমে।"
"00:21:38,954 --> 00:21:42,185","I put my faith in you, good sir. Now kindly see my man.","আমি আপনার উপর আমার বিশ্বাস রেখেছি, ভাল স্যার। এখন দয়া করে আমার মানুষ দেখুন."
"00:21:42,274 --> 00:21:44,230","Yes, sir. My pleasure, sir.",জী জনাব. আমার খুশি জনাব.
"00:21:45,554 --> 00:21:48,193","All the trunks from that car there,...","সেখানে সেই গাড়ির সমস্ত ট্রাঙ্ক,..."
"00:21:48,274 --> 00:21:51,505","..12 from here, and the safe,...","..12 এখান থেকে, এবং নিরাপদ,..."
"00:21:51,594 --> 00:21:54,347","..to the Parlour Suite, rooms B52, 54, 56.","..পার্লার স্যুটে, রুম B52, 54, 56."
"00:21:54,434 --> 00:21:55,833",(Whistle),(বাঁশি)
"00:21:55,914 --> 00:21:57,870",Ladies...,মহিলা...
"00:21:57,954 --> 00:21:59,592",Better hurry.,তাড়াহুড়ো করা ভালো।
"00:22:04,354 --> 00:22:06,822","- My coat? - I have it, miss.","- আমার কোট? - আমার আছে, মিস."
"00:22:08,194 --> 00:22:12,824",All third-class passengers queue here for health inspection.,সব তৃতীয় শ্রেণীর যাত্রী স্বাস্থ্য পরিদর্শনের জন্য এখানে সারি।
"00:22:12,914 --> 00:22:14,233",Chin up.,চিন আপ.
"00:22:18,954 --> 00:22:22,708","Welcome aboard, ma'am. Welcome to Titanic.","জাহাজে স্বাগতম, ম্যাম। টাইটানিক-এ স্বাগতম।"
"00:22:22,794 --> 00:22:26,184",Rose: <i>It was the ship</i> <i>of dreams to everyone else.</i>,গোলাপ: <i>এটি জাহাজ ছিল</i> <i>অন্য সবার স্বপ্নের।</i>
"00:22:27,114 --> 00:22:29,674",<i>To me it was a slave ship...</i>,<i>আমার কাছে এটা একটা ক্রীতদাস জাহাজ ছিল...</i>
"00:22:29,754 --> 00:22:33,349",<i>..taking me back to America in chains.</i>,<i>..আমাকে শিকল বেঁধে আমেরিকায় ফিরিয়ে নিয়ে যাচ্ছে।</i>
"00:22:33,434 --> 00:22:37,791",<i>Outwardly I was everything</i> <i>a well-brought-up girl should be.</i>,<i>বাহ্যিকভাবে আমিই সবকিছু ছিলাম</i> <i>একজন সুসজ্জিত মেয়ে হওয়া উচিত।</i>
"00:22:37,874 --> 00:22:40,183","<i>Inside, I was screaming.</i>","<i>ভিতরে, আমি চিৎকার করছিলাম।</i>"
"00:22:40,274 --> 00:22:41,992",(Steam whistle),(বাষ্পের বাঁশি)
"00:22:52,474 --> 00:22:54,465",(Speaking Swedish),(সুইডিশ ভাষায় কথা বলা)
"00:22:55,754 --> 00:22:58,985","Jack, you are pazzo. You bet everything we have.","জ্যাক, তুমি পাজো। আপনি আমাদের সবকিছু বাজি."
"00:22:59,074 --> 00:23:02,191","When you got nothing, you got nothing to lose.","যখন কিছুই পাইনি, তোমার হারানোর কিছু নেই।"
"00:23:03,634 --> 00:23:08,230",Swedish: You moron. I can't believe you bet our tickets.,সুইডিশ: তুমি বোকা। আমি বিশ্বাস করতে পারছি না আপনি আমাদের টিকিট বাজি ধরেছেন।
"00:23:09,034 --> 00:23:10,023",Sven?,সোভেন?
"00:23:30,794 --> 00:23:33,308",All right... moment of truth.,ঠিক আছে... সত্যের মুহূর্ত।
"00:23:33,674 --> 00:23:36,188",Somebody's life's about to change.,কারো জীবন পরিবর্তন হতে চলেছে।
"00:23:36,274 --> 00:23:37,229",Fabrizio?,ফ্যাব্রিজিও?
"00:23:39,234 --> 00:23:40,223",Niente.,নাইন্টে।
"00:23:42,794 --> 00:23:44,386",Olaf?,ওলাফ?
"00:23:44,674 --> 00:23:45,743",Nothing.,কিছুই না।
"00:23:49,714 --> 00:23:52,308",Uh-oh. Two pair.,আহ ওহ. দুই জোড়া।
"00:23:52,514 --> 00:23:54,470","I'm sorry, Fabrizio.","আমি দুঃখিত, ফ্যাব্রিজিও."
"00:23:54,554 --> 00:23:56,829","""Sorry""? You bet all the money!","""দুঃখিত""? আপনি সব টাকা বাজি!"
"00:23:56,914 --> 00:24:00,623",I'm sorry. You're not gonna see your mom for a long time.,আমি দুঃখিত. তুমি দেখতে পাবে না আপনার মা অনেক দিন ধরে।
"00:24:00,714 --> 00:24:03,990","Cos we're going to America! Full house, boys!","কারণ আমরা আমেরিকা যাচ্ছি! পুরো ঘর, ছেলেরা!"
"00:24:04,074 --> 00:24:05,587",Whoa!,ছিঃ!
"00:24:05,674 --> 00:24:06,948",Yeah!,হ্যাঁ!
"00:24:07,034 --> 00:24:09,070","Dio mio, grazie!","ডিও মিও, গ্র্যাজি!"
"00:24:10,674 --> 00:24:12,983",(Cursing in Swedish),(সুইডিশ ভাষায় অভিশাপ)
"00:24:16,274 --> 00:24:17,866",Come on!,চলে আসো!
"00:24:17,954 --> 00:24:19,148",Figlio di puttana!,ফিগলিও দি পুত্তনা!
"00:24:19,234 --> 00:24:20,906",I'm going home!,আমি বাড়িতে যাচ্ছি!
"00:24:24,914 --> 00:24:26,870",I go to America!,আমি আমেরিকা যাই!
"00:24:26,954 --> 00:24:28,103","No, mate.",কোন মাতে.
"00:24:28,194 --> 00:24:30,913","Titanic go to America, in five minutes.","টাইটানিক আমেরিকা চলে যাবে, পাঁচ মিনিটে।"
"00:24:32,034 --> 00:24:34,389","Come on! Come on, here!",চলে আসো! এখানে আসো!
"00:24:34,474 --> 00:24:36,544",Andiamo!,আন্দিয়ামো !
"00:24:36,634 --> 00:24:40,309",We're riding in high style now! We're a couple of swells!,আমরা এখন উচ্চ শৈলীতে রাইড করছি! আমরা দুয়েকটা ফুলে গেছি!
"00:24:40,394 --> 00:24:43,192","Practically goddamn royalty, ragazzo mio!","কার্যত ধ্রুব রাজকীয়, রাগাজ্জো মিও!"
"00:24:43,274 --> 00:24:46,186","You see, it's my destino!","দেখছো, এটা আমার ডেস্টিনো!"
"00:24:46,274 --> 00:24:48,663",I go to America to be millionario!,আমি আমেরিকায় গিয়ে কোটিপতি হতে!
