Timeline,en_dialogue,bengali_dialogue
"00:19:39,345 --> 00:19:41,012",I won't take much of your time.,আমি আপনার সময় অনেক নিতে হবে না।
"00:19:41,180 --> 00:19:45,558",Now I remember you. You're Connors' student. He tells me you're brilliant.,এখন আমি আপনাকে মনে। আপনি Connors ' ছাত্র. তিনি আমাকে বলছেন আপনি উজ্জ্বল।
"00:19:46,352 --> 00:19:48,436",He also tells me you're lazy.,তিনি আমাকে আপনি অলস বলে।
"00:19:49,438 --> 00:19:50,689",I'm trying to do better.,আমি ভাল কাজ করার চেষ্টা করছি।
"00:19:50,856 --> 00:19:54,442","Being brilliant's not enough, young man. You have to work hard.","উজ্জ্বল হচ্ছে যথেষ্ট নয়, যুবক. আপনি কঠোর পরিশ্রম করতে হবে।"
"00:19:54,777 --> 00:19:57,946","Intelligence is not a privilege, it's a gift.","গোয়েন্দা একটি বিশেষাধিকার নয়, এটা একটা উপহার."
"00:19:58,114 --> 00:20:00,282",And you use it for the good of mankind.,এবং আপনি এটি ব্যবহার মানবজাতির ভাল জন্য।
"00:20:00,449 --> 00:20:01,908",You want to try it back there?,আপনি এটা আবার চেষ্টা করতে চান?
"00:20:02,743 --> 00:20:04,286",So is that it?,তাই এটা কি?
"00:20:04,453 --> 00:20:08,873",Yes. My design to initiate and sustain fusion.,হ্যাঁ। আমার নকশা শুরু এবং সংযম বজায় রাখা।
"00:20:09,292 --> 00:20:12,168",I understand you use harmonics of atomic frequencies.,আমি আপনি harmonics ব্যবহার বুঝতে পারমাণবিক ফ্রিকোয়েন্সি।
"00:20:12,336 --> 00:20:13,712",Sympathetic frequencies.,সহানুভূতিশীল ফ্রিকোয়েন্সি।
"00:20:13,879 --> 00:20:15,922",Harmonic reinforcement?,হারমনিক শক্তিবৃদ্ধি?
"00:20:16,257 --> 00:20:17,966",Go on.,যান।
"00:20:18,551 --> 00:20:22,095",An exponential increase in energy output.,একটি সূচকীয় বৃদ্ধি শক্তি আউটপুট।
"00:20:22,263 --> 00:20:23,930",A huge amount of energy.,শক্তি বিপুল পরিমাণ।
"00:20:24,098 --> 00:20:28,268",Like a perpetual sun providing renewable power for the whole world.,একটি চিরস্থায়ী সূর্য প্রদান মত সমগ্র বিশ্বের জন্য পুনর্নবীকরণযোগ্য শক্তি।
"00:20:28,436 --> 00:20:31,646",Are you sure you could stabilise the fusion reaction?,আপনি কি স্থির করতে পারছেন? ফিউশন প্রতিক্রিয়া?
"00:20:31,814 --> 00:20:35,150","Peter, what have we been talking about for the last hour and a half?","পিটার, আমরা কি কথা বলছি গত দেড় ঘন্টা ধরে?"
"00:20:35,818 --> 00:20:37,652",This is my life's work.,এটা আমার জীবনের কাজ।
"00:20:37,945 --> 00:20:41,156",I certainly know the consequences of the slightest miscalculation.,আমি অবশ্যই ফলাফল জানি সামান্যতম ভুল ধারণা।
"00:20:41,324 --> 00:20:43,616",I'm sorry. I didn't mean to question you.,আমি দুঃখিত. আমি আপনাকে প্রশ্ন করার অর্থ ছিল না।
"00:20:43,784 --> 00:20:47,162","Rosie, our new friend thinks I'm gonna blow up the city.","Rosie, আমাদের নতুন বন্ধু মনে করে আমি শহরকে উড়িয়ে দিচ্ছি।"
"00:20:47,330 --> 00:20:49,164",You can sleep soundly tonight.,আপনি আজ রাতে ধীরে ধীরে ঘুমাতে পারেন।
"00:20:49,332 --> 00:20:51,041",Otto's done his homework.,Otto তার হোমওয়ার্ক সম্পন্ন।
"00:20:51,208 --> 00:20:54,336","Come to the demonstration tomorrow, and you'll see for yourself.","আগামীকাল বিক্ষোভে আসুন, এবং আপনি নিজের জন্য দেখতে পাবেন।"
"00:20:54,795 --> 00:20:57,005","And you need to sleep soundly tonight, Otto.","এবং আপনি প্রয়োজন আজ রাতে জোরে ঘুমাতে, অটো।"
"00:20:57,173 --> 00:20:59,341",Did Edison sleep before he turned on the light?,এডিসন ঘুমানো কি? তিনি আলো চালু আগে?
"00:20:59,800 --> 00:21:02,135",Did Marconi sleep before he turned on the radio?,মার্কোনি ঘুমানো রেডিও চালু করার আগে?
"00:21:02,303 --> 00:21:04,429",Did Beethoven sleep before he wrote the 5th?,বিথোভেন ঘুমানো 5 র্থ লেখা আগে?
"00:21:04,597 --> 00:21:07,891",Did Bernoulli sleep before he found the curves of quickest descent?,তিনি খুঁজে পাওয়া আগে বার্নউলি ঘুমিয়ে ছিল দ্রুততম বংশবৃদ্ধি এর বাঁক?
"00:21:08,059 --> 00:21:10,560","Rosie, l love this boy.","Rosie, আমি এই ছেলে ভালবাসা।"
"00:21:10,728 --> 00:21:14,522","Peter, tell us about yourself. Do you have a girlfriend?","পিটার, আমাদের সম্পর্কে আমাদের বলুন। আপনি একটি বান্ধবী আছে না?"
"00:21:15,566 --> 00:21:17,150",Well....,ওয়েল ....
"00:21:18,235 --> 00:21:19,652",I don't really know.,আমি সত্যিই জানি না।
"00:21:19,820 --> 00:21:22,906","Well, shouldn't you know? I mean, who would know?","আচ্ছা, আপনি কি জানেন না? মানে, কে জানবে?"
"00:21:23,157 --> 00:21:26,117",Leave him alone. Maybe it's a secret love.,তাকে একা থাকতে দাও. হয়তো এটি একটি গোপন প্রেম।
"00:21:26,285 --> 00:21:28,203",Love should never be a secret.,প্রেম একটি গোপন করা উচিত নয়।
"00:21:28,371 --> 00:21:31,623",If you keep something as complicated as love stored up inside...,আপনি জটিল হিসাবে কিছু রাখুন ভালবাসা ভিতরে সংরক্ষণ হিসাবে ...
"00:21:32,375 --> 00:21:34,000",...gonna make you sick.,... তোমাকে অসুস্থ করতে হবে।
"00:21:34,585 --> 00:21:36,419",I finally got lucky in love.,আমি অবশেষে প্রেম ভাগ্যবান পেয়েছিলাম।
"00:21:36,587 --> 00:21:37,921",We both did.,আমরা উভয় করেনি।
"00:21:38,089 --> 00:21:41,800",But it's hardly perfect. You have to work at it.,কিন্তু এটা খুব নিখুঁত। আপনি এটা কাজ করতে হবে।
"00:21:41,967 --> 00:21:45,678","I met him on the college steps, and l knew it wasn't going to be easy.","আমি কলেজের ধাপে তার সাথে দেখা করেছিলাম, এবং আমি জানতাম এটা সহজ হতে যাচ্ছে না।"
"00:21:45,846 --> 00:21:49,099","He was studying science, and l was studying English literature.","তিনি বিজ্ঞান অধ্যয়নরত ছিল, এবং আমি ইংরেজি সাহিত্য অধ্যয়নরত ছিল।"
"00:21:49,266 --> 00:21:52,435",That's right. l was trying to explain the theory of relativity.,সেটা ঠিক. আমি ব্যাখ্যা করার চেষ্টা করছিলাম আপেক্ষিকতার তত্ত্ব।
"00:21:52,603 --> 00:21:55,105",And Rosie was trying to explain T.S. Eliot.,আর রোজি চেষ্টা করছিল টিএস ব্যাখ্যা করতে ইলিয়ট।
"00:21:56,399 --> 00:21:58,358",I still don't understand what he was talking about.,আমি এখনও বুঝতে পারছি না সে কি সম্পর্কে কথা বলছিল।
"00:21:58,526 --> 00:21:59,734","-Yes, you do. -l'm serious.",-হ্যাঁ তুমি কর. আমি গুরুতর।
"00:21:59,902 --> 00:22:03,446",T.S. Eliot is more complicated than advanced science.,T.S. এলিয়ট আরো জটিল উন্নত বিজ্ঞান চেয়ে।
"00:22:04,031 --> 00:22:07,951","But if you want to get a woman to fall in love with you, feed her poetry.","কিন্তু যদি আপনি একটি মহিলার পড়া পেতে চান আপনার সাথে প্রেম, তার কবিতা খাওয়া।"
"00:22:08,411 --> 00:22:09,619",Poetry.,কবিতা।
"00:22:11,080 --> 00:22:12,288",Never fails.,ব্যর্থ হইও না.
"00:22:16,919 --> 00:22:19,838",A tall and slender maiden All alone upon a prairie,একটি লম্বা এবং পাতলা মেয়ের সমস্ত একটি prairie উপর একা
"00:22:20,005 --> 00:22:22,382",Brightest green were all her garments,উজ্জ্বল সবুজ তার সব পোশাক ছিল
"00:22:22,550 --> 00:22:24,926",And her hair was like the sunshine,এবং তার চুল রোদ মত ছিল
"00:22:25,302 --> 00:22:27,971",Day by day he gazed upon her,প্রতিদিন সে তার উপর নজর রাখলো
"00:23:25,196 --> 00:23:26,863",Rent!,ভাড়া আদায়!
"00:23:28,741 --> 00:23:30,450",Where is my money?!,আমার টাকা কোথায় ?!
"00:23:56,101 --> 00:23:58,394",You seem jittery tonight.,আপনি আজ রাতে জাগ্রত মনে।
"00:23:58,562 --> 00:24:00,230",You never know who's coming.,আপনি কে আসছে জানি না।
"00:24:15,704 --> 00:24:18,665","Ladies, five minutes. Five minutes.","মহিলা, পাঁচ মিনিট। পাঁচ মিনিট."
"00:24:35,849 --> 00:24:37,183",How'd you do that?,কিভাবে আপনি যে কিভাবে?
"00:24:40,187 --> 00:24:42,564","Work out, plenty of rest.","কাজ, বিশ্রাম প্রচুর।"
"00:24:42,731 --> 00:24:44,524","You know, eat your green vegetables.","আপনি জানেন, আপনার সবুজ সবজি খাওয়া।"
"00:24:45,442 --> 00:24:48,945",That's what my mom is always saying. I just never actually believed her.,যে আমার মায়ের সবসময় বলছে কি। আমি শুধু তার বিশ্বাস না।
"00:24:51,740 --> 00:24:53,116",Come on. Go.,চলে আসো. যান।
"00:24:56,036 --> 00:24:57,453",Keep it steady.,এটা অবিচলিত রাখুন।
"00:25:19,977 --> 00:25:21,477",It's a web.,এটি একটি ওয়েব।
"00:25:22,605 --> 00:25:24,314","Go, Spidey, go!","যাও, স্পাইডি, যাও!"
"00:25:32,323 --> 00:25:33,656",We got trouble!,আমরা কষ্ট পেয়েছি!
"00:25:52,259 --> 00:25:54,218",Get me down!,আমাকে নিচে পেতে!
"00:25:54,928 --> 00:25:57,764",I am more than content with what Mr. Moncrieff said.,আমি কন্টেন্ট চেয়ে বেশি মিঃ মনক্রিফের সাথে কি বলেন।
"00:25:57,931 --> 00:26:01,225",His voice alone inspires one with absolute credulity.,তাঁর ভয়েস একা অনুপ্রাণিত পরম বিশ্বাস সঙ্গে।
"00:26:01,393 --> 00:26:03,519",Then you think we should forgive them?,তাহলে আপনি আমাদের উচিত তাদেরকে ক্ষমা কর?
"00:26:06,398 --> 00:26:08,066",Yes.,হ্যাঁ।
"00:26:08,567 --> 00:26:10,068","I mean, no.","আমি বলতে চাচ্ছি, না।"
"00:26:14,365 --> 00:26:18,660","Hey. Hey. Hey, chief. You park there, I'm towing it.","আরে। আরে। আরে, প্রধান। আপনি সেখানে পার্ক, আমি এটা দমন করছি।"
"00:26:19,328 --> 00:26:20,662",Whatever.,যাই হোক.
