Timeline,en_dialogue,bengali_dialogue
"00:13:26,842 --> 00:13:29,344",(clears throat) Excuse me.,(গলা পরিষ্কার করে) মাফ করবেন।
"00:13:29,377 --> 00:13:30,478",(grunts),(ঘোলা)
"00:13:32,380 --> 00:13:33,247",(sighs),(দীর্ঘশ্বাস)
"00:13:33,281 --> 00:13:35,617","A Yank, lecturing on the new physics?","একটি ইয়াঙ্ক, বক্তৃতা দিচ্ছেন নতুন পদার্থবিদ্যার উপর?"
"00:13:35,650 --> 00:13:36,718",This I have to hear.,এই আমাকে শুনতে হবে.
"00:13:36,751 --> 00:13:38,786",I'm an American myself.,আমি নিজে একজন আমেরিকান।
"00:13:38,821 --> 00:13:40,321",How surprising.,কেমন আশ্চর্য।
"00:13:40,355 --> 00:13:41,422",Um...,উম...
"00:13:41,456 --> 00:13:43,725",Let me know if you need any help with the English.,আপনার প্রয়োজন হলে আমাকে জানান ইংরেজদের সাথে কোন সাহায্য।
"00:13:45,259 --> 00:13:48,162",(scattered laughter),(বিক্ষিপ্ত হাসি)
"00:13:50,732 --> 00:13:53,401",(speaking Dutch),(ডাচ ভাষী)
"00:13:57,705 --> 00:13:59,674","Wait, what's he saying?","দাঁড়াও, সে কি বলছে?"
"00:14:02,777 --> 00:14:05,279",(door opens),(দরজা খোলে)
"00:14:07,850 --> 00:14:09,283",(Rabi grunts),(রাবির ঠাট্টা)
"00:14:10,218 --> 00:14:11,252","No, thank you.","না, ধন্যবাদ."
"00:14:11,285 --> 00:14:13,254",It's a long way to Zurich.,এটি জুরিখের দীর্ঘ পথ।
"00:14:13,287 --> 00:14:14,927","You get any skinnier, we're gonna lose you","আপনি যে কোন রোগা পেতে, আমরা তোমাকে হারাবো"
"00:14:14,957 --> 00:14:16,791",between the seat cushions.,আসন কুশন মধ্যে.
"00:14:16,825 --> 00:14:17,860",I'm Rabi.,আমি রাবি।
"00:14:17,893 --> 00:14:19,260",Oppenheimer.,ওপেনহাইমার।
"00:14:19,293 --> 00:14:21,329",I caught your lecture on molecules.,আমি আপনার ধরা অণু উপর বক্তৃতা.
"00:14:21,362 --> 00:14:22,497",Caught some of it.,এটার কিছু ধরা.
"00:14:23,631 --> 00:14:25,800",We're a couple of New York Jews. How do you know Dutch?,আমরা নিউ ইয়র্ক দম্পতি ইহুদি। আপনি কিভাবে ডাচ জানেন?
"00:14:25,834 --> 00:14:27,402","Well, I thought I'd better learn it","আচ্ছা, আমি ভেবেছিলাম আমি এটা শিখতে ভাল চাই"
"00:14:27,435 --> 00:14:28,612",when I got here this semester.,যখন আমি এই সেমিস্টারে এখানে এসেছি।
"00:14:28,636 --> 00:14:30,238",You learned enough Dutch in six weeks,আপনি যথেষ্ট শিখেছি ছয় সপ্তাহের মধ্যে ডাচ
"00:14:30,271 --> 00:14:31,974",to give a lecture on quantum mechanics?,একটি বক্তৃতা দিতে কোয়ান্টাম বলবিজ্ঞান?
"00:14:32,007 --> 00:14:33,508",Wanted to challenge myself.,নিজেকে চ্যালেঞ্জ করতে চেয়েছিলাম।
"00:14:33,541 --> 00:14:35,911",Quantum physics wasn't challenging enough.,কোয়ান্টাম পদার্থবিদ্যা ছিল না যথেষ্ট চ্যালেঞ্জিং।
"00:14:35,944 --> 00:14:37,679",<i>- Schvitzer. - Schvitzer?</i>,<i>- Schvitzer. - Schvitzer?</i>
"00:14:37,712 --> 00:14:39,614",- Show-off. - (chuckles),- দম্ভ দেখানো. -(হাসি)
"00:14:39,647 --> 00:14:41,492","Dutch in six weeks, but you never learned Yiddish?","ছয় সপ্তাহের মধ্যে ডাচ, কিন্তু আপনি কি কখনো ইদ্দিশ শিখেন নি?"
"00:14:41,516 --> 00:14:43,584",They don't speak it so much my side of the park.,তারা এভাবে কথা বলে না পার্কের অনেকটাই আমার পাশে।
"00:14:43,618 --> 00:14:44,686",Screw you.,আপনি স্ক্রু.
"00:14:45,787 --> 00:14:47,288",You homesick?,আপনি গৃহহীন?
"00:14:47,321 --> 00:14:48,723","Oh, you know it.","ওহ, আপনি এটা জানেন."
"00:14:49,691 --> 00:14:52,694",Ever get the feeling our kind isn't entirely welcome here?,কখনও আমাদের ধরনের অনুভূতি পেতে এখানে সম্পূর্ণরূপে স্বাগত না?
"00:14:52,727 --> 00:14:53,795",Physicists?,পদার্থবিদ?
"00:14:53,829 --> 00:14:55,329",'S funny.,মজার।
"00:14:55,363 --> 00:14:57,432",Not in the department.,বিভাগে নেই।
"00:14:57,465 --> 00:14:58,766",They're all Jewish too.,তারাও সবাই ইহুদি।
"00:15:00,869 --> 00:15:02,270",Eat.,খাওয়া.
"00:15:04,572 --> 00:15:06,708",There's a German you have to seek out.,আপনি একজন জার্মান আছে খুঁজে বের করতে হবে
"00:15:07,742 --> 00:15:10,278",- Heisenberg. - Right.,- হাইজেনবার্গ। - ঠিক।
"00:15:12,346 --> 00:15:14,682",(Heisenberg speaking German),(হাইজেনবার্গ জার্মান ভাষায় কথা বলছেন)
"00:15:19,454 --> 00:15:20,956",One might be led to the presumption,একজনের নেতৃত্বে থাকতে পারে অনুমান থেকে
"00:15:20,989 --> 00:15:23,458","that behind the quantum world,","যে কোয়ান্টাম বিশ্বের পিছনে,"
"00:15:23,491 --> 00:15:27,361","there still hides a real world in which causality holds,","সেখানে এখনও একটি বাস্তব পৃথিবী লুকিয়ে আছে যার মধ্যে কার্যকারণ থাকে,"
"00:15:27,395 --> 00:15:29,597","but such speculation seem to us,","কিন্তু এই ধরনের জল্পনা আমাদের কাছে মনে হয়,"
"00:15:29,630 --> 00:15:32,366","to say it explicitly, fruitless. Thank you.","এটা স্পষ্টভাবে বলতে, নিষ্ফল ধন্যবাদ."
"00:15:32,400 --> 00:15:33,836",Have a great day.,দিন শুভ হোক.
"00:15:39,041 --> 00:15:40,742",- Wonderful. - Thank you.,- বিস্ময়কর। - ধন্যবাদ.
"00:15:42,044 --> 00:15:43,979","Oppenheimer, yes.","ওপেনহাইমার, হ্যাঁ।"
"00:15:44,012 --> 00:15:45,881",I liked your paper on molecules.,আমি অণু উপর আপনার কাগজ পছন্দ.
"00:15:45,914 --> 00:15:47,415",Probably because you inspired it.,সম্ভবত কারণ আপনি এটা অনুপ্রাণিত.
"00:15:47,448 --> 00:15:48,960","If I inspire anything else, let me know.","আমি যদি কিছু অনুপ্রাণিত অন্যথায়, আমাকে জানান।"
"00:15:48,984 --> 00:15:50,024",We could publish together.,আমরা একসাথে প্রকাশ করতে পারে.
"00:15:50,052 --> 00:15:51,887",I have to get back to America.,আমাকে আমেরিকায় ফিরে যেতে হবে।
"00:15:51,920 --> 00:15:53,654",Why? There's no one there,কেন? সেখানে কেউ নেই
"00:15:53,688 --> 00:15:55,891",taking quantum mechanics seriously.,কোয়ান্টাম গ্রহণ মেকানিক্স গুরুত্ব সহকারে।
"00:15:55,924 --> 00:15:57,525",- That's exactly why. - (sighs),- ঠিক তাই। - (দীর্ঘশ্বাস)
"00:15:57,558 --> 00:15:59,995",He's pining for the canyons of Manhattan.,তিনি জন্য pining হয় ম্যানহাটনের গিরিখাত।
"00:16:00,028 --> 00:16:02,463",ROBERT: Canyons of New Mexico.,রবার্ট: নিউ মেক্সিকো ক্যানিয়ন।
"00:16:02,497 --> 00:16:03,640",- You're from New Mexico? - No.,- আপনি নিউ মেক্সিকো থেকে এসেছেন? - না।
"00:16:03,664 --> 00:16:05,767","New York, but my brother and I have a ranch","নিউইয়র্ক, কিন্তু আমার ভাই এবং আমার একটি খামার আছে"
"00:16:05,800 --> 00:16:07,903",outside Santa Fe. (inhales),সান্তা ফে এর বাইরে। (নিঃশ্বাস)
"00:16:07,936 --> 00:16:10,304",That's the America I miss right now.,এটাই আমেরিকা আমি এই মুহূর্তে মিস.
"00:16:10,338 --> 00:16:12,406","Then it's best you get home, cowboys.","তাহলে আপনার জন্যই ভালো কাউবয়েস, বাড়ি যাও।"
"00:16:12,440 --> 00:16:14,052",- (Robert chuckles) - (chuckles) That's him.,- (রবার্ট হেসে) - (মুচকি হেসে) এটাই সে।
"00:16:14,076 --> 00:16:17,512","No, me and horses. I don't think so.","না, আমি আর ঘোড়া। আমি তাই মনে করি না."
"00:16:17,545 --> 00:16:19,680",- (Rabi chuckles) - Nice to meet you.,- (রাবি হেসে) - তোমার সাথে দেখা করে ভালো লাগলো.
"00:16:21,415 --> 00:16:23,551",Did you ever encounter Heisenberg again?,আপনি কি কখনও সম্মুখীন আবার হাইজেনবার্গ?
